citizen_id,first_name,last_name,gender,birth_date,province,region,total_social_cases,problem_types_list,target_groups_list,channels_used,has_emergency_case,latest_case_date,total_welfare_transactions,total_approved_amount,total_paid_amount,welfare_types_list,latest_payment_date,total_child_grants_managed,total_child_grant_paid,children_count,total_aid_received,is_multi_program_beneficiary
4806263249604,สุรีย์พร,เพิ่มพูน,ชาย,1983-05-24,บุรีรัมย์,ภาคตะวันออกเฉียงเหนือ,1,ว่างงาน,สตรีและครอบครัว,หน่วยงานส่งต่อ,0,2026-06-29,2,15000.0,7500.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2026-07-08,0,0.0,,7500.0,0
5045662977004,กาญจนา,มงคลชัย,ชาย,2006-05-12,นครศรีธรรมราช,ภาคใต้,2,ความรุนแรงในครอบครัว; หนี้สินครัวเรือน,ผู้มีรายได้น้อย,Walk-in,1,2026-08-22,3,10500.0,3500.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2025-12-29,0,0.0,,3500.0,0
2382583517311,พิมพ์ชนก,พรหมมา,ชาย,2009-06-23,กระบี่,ภาคใต้,1,รายได้ไม่เพียงพอ,เด็กและเยาวชน,ระบบออนไลน์,0,2023-07-23,0,0.0,0.0,,,0,0.0,,0.0,0
8334995448384,สุภาวดี,นิ่มนวล,ชาย,1956-02-07,จันทบุรี,ภาคตะวันออก,1,หนี้สินครัวเรือน,คนไร้ที่พึ่ง,Walk-in,1,2026-01-17,1,2000.0,2000.0,เงินสงเคราะห์คนพิการ,2026-02-06,0,0.0,,2000.0,0
7201827019170,ธนพร,อุดมศักดิ์,ชาย,1999-06-04,สงขลา,ภาคใต้,1,ขาดผู้ดูแล,ผู้มีรายได้น้อย,หน่วยงานส่งต่อ,0,2022-08-03,0,0.0,0.0,,,0,0.0,,0.0,0
4268248756425,พรรณภา,เจริญผล,ชาย,1964-08-07,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,1,ความรุนแรงในครอบครัว,ผู้มีรายได้น้อย,ระบบออนไลน์,0,2025-05-17,0,0.0,0.0,,,0,0.0,,0.0,0
7099437880414,ขวัญฤดี,ทองมาก,ชาย,1975-08-05,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,2,ขาดผู้ดูแล; ที่อยู่อาศัย,ผู้ประสบปัญหาทางสังคมทั่วไป,สายด่วน พม. 1300; หน่วยงานส่งต่อ,1,2026-04-25,3,19500.0,11500.0,เงินสงเคราะห์คนพิการ; เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2026-05-05,0,0.0,,11500.0,0
3357147437383,ปกรณ์,แสงทอง,ชาย,1997-04-20,ลำปาง,ภาคเหนือ,1,หนี้สินครัวเรือน,ผู้มีรายได้น้อย,Walk-in,0,2025-09-09,1,9500.0,9500.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2025-09-25,0,0.0,,9500.0,0
8906697935488,ปวีณา,รัตนวงศ์,หญิง,1995-10-19,พิจิตร,ภาคกลาง,1,ที่อยู่อาศัย,สตรีและครอบครัว,สายด่วน พม. 1300,1,2024-02-19,0,0.0,0.0,,,0,0.0,,0.0,0
3402808904127,วรเมธ,บุญส่ง,ชาย,1970-12-12,เชียงราย,ภาคเหนือ,2,ความรุนแรงในครอบครัว; รายได้ไม่เพียงพอ,สตรีและครอบครัว,ระบบออนไลน์,0,2024-12-23,3,21000.0,7000.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2025-01-09,0,0.0,,7000.0,0
2007476414141,ขวัญฤดี,สุวรรณวงศ์,ชาย,2008-09-22,สมุทรปราการ,ภาคกลาง,1,ขาดผู้ดูแล,เด็กและเยาวชน,หน่วยงานส่งต่อ,0,2024-07-30,1,2000.0,2000.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2024-08-13,0,0.0,,2000.0,0
3899298774505,กาญจนา,ตั้งมั่น,หญิง,1982-12-13,ลำปาง,ภาคเหนือ,1,รายได้ไม่เพียงพอ,สตรีและครอบครัว,สายด่วน พม. 1300,0,2026-06-23,1,6500.0,6500.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2026-07-08,0,0.0,,6500.0,0
5372769401023,พรทิพย์,กุลวงศ์,หญิง,2015-12-24,กระบี่,ภาคใต้,2,ประสบเหตุฉุกเฉิน; ว่างงาน,เด็กและเยาวชน,หน่วยงานส่งต่อ; เครือข่ายชุมชน,0,2025-11-06,0,0.0,0.0,,,1,1200.0,1.0,1200.0,0
3350353810225,สุรีย์พร,เกิดผล,หญิง,1975-03-25,น่าน,ภาคเหนือ,1,ที่อยู่อาศัย,ผู้มีรายได้น้อย,สายด่วน พม. 1300,0,2026-01-14,0,0.0,0.0,,,0,0.0,,0.0,0
8876900213829,สุรศักดิ์,อ่อนละมุน,ชาย,1985-09-20,สงขลา,ภาคใต้,1,รายได้ไม่เพียงพอ,ผู้ประสบปัญหาทางสังคมทั่วไป,ระบบออนไลน์,0,2026-05-09,1,7000.0,7000.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2026-05-16,0,0.0,,7000.0,0
6615556094415,นิภาพร,นาคทอง,หญิง,1964-09-02,ยะลา,ภาคใต้,1,ความรุนแรงในครอบครัว,ผู้สูงอายุ,เครือข่ายชุมชน,0,2025-12-21,0,0.0,0.0,,,0,0.0,,0.0,0
4010769542037,สมฤดี,ทรัพย์เจริญ,หญิง,2022-12-05,เชียงราย,ภาคเหนือ,1,ความรุนแรงในครอบครัว,เด็กและเยาวชน,เครือข่ายชุมชน,0,2025-09-09,1,4000.0,4000.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2025-09-28,0,0.0,,4000.0,0
5647182724311,เอกภพ,บัวแก้ว,หญิง,1951-06-20,สมุทรสาคร,ภาคกลาง,2,ประสบเหตุฉุกเฉิน; ปัญหาสุขภาพและการดำรงชีพ,ผู้สูงอายุ,Walk-in; หน่วยงานส่งต่อ,1,2025-11-10,0,0.0,0.0,,,1,600.0,1.0,600.0,0
8992828955173,กัญญารัตน์,ทองมาก,หญิง,2006-09-10,ลพบุรี,ภาคกลาง,1,ความรุนแรงในครอบครัว,คนพิการ,หน่วยงานส่งต่อ,0,2026-07-16,0,0.0,0.0,,,0,0.0,,0.0,0
6777833703632,รวิศ,มิตรดี,หญิง,1986-09-25,สมุทรปราการ,ภาคกลาง,1,รายได้ไม่เพียงพอ,ผู้มีรายได้น้อย,เครือข่ายชุมชน,0,2026-06-30,0,0.0,0.0,,,0,0.0,,0.0,0
7366960558128,วชิรวิทย์,พรมศรี,หญิง,1961-05-10,พิษณุโลก,ภาคกลาง,1,หนี้สินครัวเรือน,คนไร้ที่พึ่ง,หน่วยงานส่งต่อ,1,2025-05-16,1,7000.0,7000.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2025-05-28,1,600.0,1.0,7600.0,1
7648088792161,ชนิดา,มิตรดี,หญิง,1955-01-24,ระยอง,ภาคตะวันออก,2,ขาดผู้ดูแล; ว่างงาน,ผู้สูงอายุ,Walk-in,0,2026-02-13,1,2500.0,2500.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2026-03-05,0,0.0,,2500.0,0
5538896382323,ชลธิชา,ไชยวงศ์,ชาย,1979-01-10,สุพรรณบุรี,ภาคกลาง,1,ที่อยู่อาศัย,ผู้มีรายได้น้อย,Walk-in,0,2023-07-16,1,7000.0,7000.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2023-07-26,1,2400.0,1.0,9400.0,1
4104853624513,สิทธิโชค,เพชรรัตน์,ชาย,1951-06-16,สงขลา,ภาคใต้,2,ปัญหาสุขภาพและการดำรงชีพ; ว่างงาน,ผู้สูงอายุ,Walk-in; สายด่วน พม. 1300,0,2026-06-28,1,8000.0,8000.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2026-07-11,0,0.0,,8000.0,0
4871562621101,ณิชา,สมานมิตร,หญิง,1960-05-07,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,2,ที่อยู่อาศัย; รายได้ไม่เพียงพอ,ผู้สูงอายุ,ระบบออนไลน์; เครือข่ายชุมชน,1,2026-06-08,5,23000.0,10500.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน; เงินสงเคราะห์เด็กในครอบครัวยากจน,2026-06-28,0,0.0,,10500.0,0
5076148346258,สิทธิโชค,ปัญญาดี,ชาย,1951-12-09,ฉะเชิงเทรา,ภาคตะวันออก,1,หนี้สินครัวเรือน,ผู้สูงอายุ,เครือข่ายชุมชน,0,2024-03-17,1,6000.0,6000.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2024-04-05,0,0.0,,6000.0,0
1287022820071,กาญจนา,โชคชัย,ชาย,1966-05-18,เชียงใหม่,ภาคเหนือ,1,ขาดผู้ดูแล,ผู้มีรายได้น้อย,Walk-in,1,2022-03-02,0,0.0,0.0,,,0,0.0,,0.0,0
6305001939581,สุชาดา,มงคลชัย,ชาย,2001-11-07,แพร่,ภาคเหนือ,2,ขาดผู้ดูแล; รายได้ไม่เพียงพอ,สตรีและครอบครัว,เครือข่ายชุมชน,0,2025-11-17,0,0.0,0.0,,,0,0.0,,0.0,0
3950591975773,ชยุต,จันทร์หอม,หญิง,1953-11-23,ราชบุรี,ภาคตะวันตก,1,หนี้สินครัวเรือน,ผู้สูงอายุ,หน่วยงานส่งต่อ,0,2022-05-31,0,0.0,0.0,,,0,0.0,,0.0,0
7232545485018,ศุภชัย,จิตมั่น,ชาย,1982-04-11,ลพบุรี,ภาคกลาง,1,รายได้ไม่เพียงพอ,ผู้มีรายได้น้อย,Walk-in,0,2022-03-21,2,16000.0,8000.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2022-04-02,0,0.0,,8000.0,0
4130455906299,รุจิรา,วัฒนกุล,ชาย,1970-12-07,นครปฐม,ภาคกลาง,1,ที่อยู่อาศัย,ผู้ประสบปัญหาทางสังคมทั่วไป,หน่วยงานส่งต่อ,1,2022-06-03,2,12000.0,6000.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2022-06-09,0,0.0,,6000.0,0
7569771275880,วาสนา,ศรีสุข,หญิง,1951-09-25,อุตรดิตถ์,ภาคเหนือ,1,ว่างงาน,ผู้ประสบปัญหาทางสังคมทั่วไป,เครือข่ายชุมชน,0,2023-02-02,1,14000.0,14000.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2023-02-18,0,0.0,,14000.0,0
4742535924346,วรัญญา,สุขเกษม,หญิง,1967-08-09,ตราด,ภาคตะวันออก,1,ปัญหาสุขภาพและการดำรงชีพ,ผู้มีรายได้น้อย,เครือข่ายชุมชน,0,2026-04-18,0,0.0,0.0,,,0,0.0,,0.0,0
5538779952867,พงศกร,โพธิ์ทอง,ชาย,2006-11-20,น่าน,ภาคเหนือ,1,ปัญหาสุขภาพและการดำรงชีพ,เด็กและเยาวชน,ระบบออนไลน์,0,2026-04-14,0,0.0,0.0,,,1,600.0,1.0,600.0,0
5863969138748,กมลชนก,นาคทอง,ชาย,1957-12-19,ฉะเชิงเทรา,ภาคตะวันออก,2,รายได้ไม่เพียงพอ; หนี้สินครัวเรือน,ผู้สูงอายุ,Walk-in; เครือข่ายชุมชน,1,2026-08-01,2,19000.0,9500.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2026-02-12,1,1800.0,1.0,11300.0,1
5874525905810,ภาคิน,วงศ์คำ,ชาย,1957-03-05,พิจิตร,ภาคกลาง,1,รายได้ไม่เพียงพอ,ผู้มีรายได้น้อย,หน่วยงานส่งต่อ,1,2023-11-04,2,5000.0,2500.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2023-11-20,1,600.0,1.0,3100.0,1
1005015899325,กมลชนก,สุทธิวงศ์,หญิง,1966-03-20,ลำพูน,ภาคเหนือ,1,ปัญหาสุขภาพและการดำรงชีพ,ผู้ประสบปัญหาทางสังคมทั่วไป,เครือข่ายชุมชน,0,2022-02-06,0,0.0,0.0,,,0,0.0,,0.0,0
7200506975946,อรทัย,สวัสดิผล,ชาย,1978-08-05,สระบุรี,ภาคกลาง,1,ว่างงาน,คนพิการ,สายด่วน พม. 1300,1,2023-07-19,1,5500.0,5500.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2023-08-07,1,600.0,1.0,6100.0,1
1119003715413,อัญชลี,พิทักษ์วงศ์,หญิง,1960-02-02,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,1,หนี้สินครัวเรือน,ผู้สูงอายุ,สายด่วน พม. 1300,1,2022-05-21,2,20000.0,10000.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2022-05-31,0,0.0,,10000.0,0
5467617875522,จันทร์เพ็ญ,ไชยวงศ์,หญิง,1949-03-27,เชียงราย,ภาคเหนือ,1,ประสบเหตุฉุกเฉิน,ผู้สูงอายุ,สายด่วน พม. 1300,0,2026-03-21,1,13500.0,13500.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2026-03-26,0,0.0,,13500.0,0
4649540570562,รวิศ,บุญธรรม,ชาย,1944-11-03,ลพบุรี,ภาคกลาง,2,ปัญหาสุขภาพและการดำรงชีพ; หนี้สินครัวเรือน,ผู้สูงอายุ,Walk-in; สายด่วน พม. 1300,0,2026-05-27,1,5500.0,5500.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2026-06-11,1,1200.0,1.0,6700.0,1
8561834889023,ชยุต,พึ่งบุญ,ชาย,1959-03-16,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,1,ปัญหาสุขภาพและการดำรงชีพ,คนไร้ที่พึ่ง,หน่วยงานส่งต่อ,0,2025-08-17,0,0.0,0.0,,,1,3000.0,1.0,3000.0,0
7069019795497,ชยพล,สุวรรณศรี,ชาย,1992-03-16,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,1,ความรุนแรงในครอบครัว,ผู้ประสบปัญหาทางสังคมทั่วไป,หน่วยงานส่งต่อ,0,2025-10-15,2,10000.0,5000.0,เงินสงเคราะห์คนพิการ,2025-10-30,1,1200.0,1.0,6200.0,1
4809391044889,ชไมพร,สุขใจ,ชาย,1961-02-24,ลพบุรี,ภาคกลาง,1,รายได้ไม่เพียงพอ,ผู้ประสบปัญหาทางสังคมทั่วไป,หน่วยงานส่งต่อ,0,2024-02-27,2,5000.0,2500.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2024-03-19,0,0.0,,2500.0,0
8947118853604,วนิดา,แสนดี,ชาย,1949-03-17,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,1,หนี้สินครัวเรือน,ผู้สูงอายุ,Walk-in,1,2023-10-30,0,0.0,0.0,,,0,0.0,,0.0,0
7072672362103,เมธาวี,ธรรมคุณ,ชาย,1988-06-04,พิจิตร,ภาคกลาง,1,หนี้สินครัวเรือน,สตรีและครอบครัว,สายด่วน พม. 1300,1,2024-10-15,0,0.0,0.0,,,1,1800.0,1.0,1800.0,0
7881006384375,ชยพล,แสนดี,ชาย,1966-05-08,ระยอง,ภาคตะวันออก,1,ประสบเหตุฉุกเฉิน,ผู้สูงอายุ,หน่วยงานส่งต่อ,1,2025-07-29,2,13000.0,6500.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2025-08-20,0,0.0,,6500.0,0
5004805414414,อริสรา,วงศ์สวัสดิ์,ชาย,1943-04-21,ปราจีนบุรี,ภาคตะวันออก,1,ว่างงาน,ผู้สูงอายุ,ระบบออนไลน์,0,2024-01-11,0,0.0,0.0,,,1,1200.0,1.0,1200.0,0
3019247215310,วิศรุต,ทองสุข,หญิง,2023-08-27,ลำพูน,ภาคเหนือ,2,ที่อยู่อาศัย; รายได้ไม่เพียงพอ,เด็กและเยาวชน,Walk-in,1,2025-01-08,3,10000.0,6000.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน; เงินสงเคราะห์คนพิการ,2025-01-23,0,0.0,,6000.0,0
6977211830230,ภาคิน,นิ่มนวล,ชาย,1956-09-06,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,ความรุนแรงในครอบครัว; ที่อยู่อาศัย,ผู้มีรายได้น้อย,Walk-in,0,2024-05-20,2,6000.0,3000.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2024-06-04,1,1800.0,1.0,4800.0,1
2156750551055,กัญญารัตน์,สุนทรวงศ์,หญิง,1992-11-20,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,1,ว่างงาน,สตรีและครอบครัว,Walk-in,0,2024-11-28,1,4500.0,4500.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2024-12-04,0,0.0,,4500.0,0
3636405672556,พชร,แสงจันทร์,ชาย,2021-08-13,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,รายได้ไม่เพียงพอ; ว่างงาน,เด็กและเยาวชน,สายด่วน พม. 1300; หน่วยงานส่งต่อ,0,2025-12-25,2,14000.0,7000.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2023-08-25,0,0.0,,7000.0,0
7871986306216,ปวีณา,เรืองฤทธิ์,หญิง,2002-09-18,จันทบุรี,ภาคตะวันออก,2,ว่างงาน; หนี้สินครัวเรือน,ผู้ประสบปัญหาทางสังคมทั่วไป,Walk-in; สายด่วน พม. 1300,1,2024-02-20,0,0.0,0.0,,,0,0.0,,0.0,0
4336679348757,นิภาพร,อินทร์แก้ว,หญิง,1963-06-27,นครปฐม,ภาคกลาง,1,ที่อยู่อาศัย,ผู้สูงอายุ,Walk-in,0,2022-01-01,1,10000.0,10000.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2022-01-20,0,0.0,,10000.0,0
1972231012448,พัชรินทร์,จิตต์มั่น,หญิง,2024-01-15,ระยอง,ภาคตะวันออก,1,ว่างงาน,เด็กและเยาวชน,ระบบออนไลน์,0,2023-04-11,0,0.0,0.0,,,1,1200.0,1.0,1200.0,0
1779423479423,จิราภรณ์,สวัสดี,ชาย,1966-09-05,สมุทรสาคร,ภาคกลาง,1,ขาดผู้ดูแล,คนไร้ที่พึ่ง,หน่วยงานส่งต่อ,0,2022-11-18,0,0.0,0.0,,,0,0.0,,0.0,0
1159799300603,ภูริณัฐ,สุทธิวงศ์,ชาย,1989-09-19,ตราด,ภาคตะวันออก,1,ปัญหาสุขภาพและการดำรงชีพ,สตรีและครอบครัว,สายด่วน พม. 1300,0,2026-04-04,2,8000.0,4000.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2026-04-17,0,0.0,,4000.0,0
2020484977586,อาภาภรณ์,เกียรติไพศาล,ชาย,1970-12-03,ฉะเชิงเทรา,ภาคตะวันออก,1,ประสบเหตุฉุกเฉิน,ผู้มีรายได้น้อย,หน่วยงานส่งต่อ,1,2023-11-11,0,0.0,0.0,,,1,1200.0,1.0,1200.0,0
4703764944885,วาสนา,แสงทอง,ชาย,2004-02-02,อุตรดิตถ์,ภาคเหนือ,2,ความรุนแรงในครอบครัว; ว่างงาน,เด็กและเยาวชน,Walk-in; สายด่วน พม. 1300,1,2026-02-05,2,11000.0,5500.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2026-02-21,0,0.0,,5500.0,0
1036515935046,รัตนา,ตั้งมั่น,ชาย,1959-02-19,สุพรรณบุรี,ภาคกลาง,1,หนี้สินครัวเรือน,ผู้ประสบปัญหาทางสังคมทั่วไป,ระบบออนไลน์,1,2026-07-30,2,18000.0,9000.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2026-08-14,1,1200.0,1.0,10200.0,1
5895763449804,ธนกฤต,อินทร์แก้ว,หญิง,1952-05-31,พระนครศรีอยุธยา,ภาคกลาง,2,รายได้ไม่เพียงพอ; ว่างงาน,ผู้สูงอายุ,ระบบออนไลน์,1,2026-05-17,5,15000.0,6500.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน; เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2026-06-01,0,0.0,,6500.0,0
7604242971330,ปัญญา,แสนดี,หญิง,1971-09-25,จันทบุรี,ภาคตะวันออก,1,ปัญหาสุขภาพและการดำรงชีพ,สตรีและครอบครัว,เครือข่ายชุมชน,0,2024-01-18,2,16000.0,8000.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2024-02-06,1,1800.0,1.0,9800.0,1
1459598089791,บุษบา,ศรีสมบัติ,หญิง,2007-08-17,ยะลา,ภาคใต้,1,ความรุนแรงในครอบครัว,เด็กและเยาวชน,หน่วยงานส่งต่อ,0,2026-06-08,0,0.0,0.0,,,0,0.0,,0.0,0
1279326264943,ปกรณ์,สุวรรณวงศ์,หญิง,2010-12-14,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,1,ขาดผู้ดูแล,เด็กและเยาวชน,Walk-in,0,2023-09-20,2,9000.0,4500.0,เงินสงเคราะห์คนพิการ,2023-10-09,0,0.0,,4500.0,0
4681324578448,ชลธิชา,สืบสาย,หญิง,1976-01-20,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,หนี้สินครัวเรือน,ผู้มีรายได้น้อย,Walk-in,0,2025-10-28,3,22500.0,7500.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2025-11-12,0,0.0,,7500.0,0
3659961914821,ปกรณ์,รัตนวงศ์,ชาย,2004-07-14,ลำปาง,ภาคเหนือ,1,ขาดผู้ดูแล,เด็กและเยาวชน,หน่วยงานส่งต่อ,0,2025-11-13,1,2500.0,2500.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2025-11-21,1,1200.0,1.0,3700.0,1
